analysis_case_id,source_case_id,source_class,model_id,selection_id,flux_ph_cm2_s,duration_s,final_rate_day15_cps,background_final_cps_day15,response_cps_per_ph_cm2_s,handling
A_point_broad_480_550_F3e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,3e-05,,0.00035643290150427987,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling
A_point_broad_480_550_F5e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,5e-05,,0.0005940548358404664,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling
A_point_broad_480_550_F8e-05,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,8e-05,,0.0009504877373447463,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling
A_point_broad_480_550_F0.0001,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,0.0001,,0.0011881096716809328,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling
A_point_broad_480_550_F0.00015,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,0.00015,,0.001782164507521399,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling
A_point_broad_480_550_F0.0002,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,0.0002,,0.0023762193433618656,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling
A_point_broad_480_550_F0.0003,A_GC_CENTRAL_COMPACT_POINT,point_steady,mono_511,broad_480_550,0.0003,,0.003564329015042798,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling
B_diffuse_proxy_broad_480_550,B_GC_DIFFUSE_BULGE_DISK_PROXY,extended_steady,routeB_fov_flux_proxy,broad_480_550,6.26238e-07,,7.44039424574124e-06,0.07539163936869418,11.881096716809328,aperture_flux_proxy_using_v3p5_selection_response_not_a_focal_spot_source
C_transient_broad_480_550_F0.0001_T3600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,broad_480_550,0.0001,3600.0,0.0011881096716809328,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling_with_duration_gate
C_transient_broad_480_550_F0.0001_T21600s,C_V404_TRANSIENT_BENCHMARK,point_transient,mono_511_transient,broad_480_550,0.0001,21600.0,0.0011881096716809328,0.07539163936869418,11.881096716809328,focused_EventList_detector_response_linear_flux_scaling_with_duration_gate
